Turbine_ID,Compressor_ID,Location,Manufacturer,Installation_Year,Last_Maintenance_Date,Operating_Hours,Next_Maintenance_Due,Power_Output_MW,Efficiency_Percent,Vibration_Level_mm_s,Temperature_C,Pressure_Ratio,Fuel_Type,Status
TURB-0554,COMP-0554,Site B,Solar,2013,2024-07-07,3080,2024-12-05,111.68,81.72,2.35,886.22,3.85,Diesel,Operational
TURB-0555,COMP-0555,Site A,Mitsubishi,2004,2024-07-08,76176,2024-12-06,496.99,64.44,0.19,1147.49,24.07,Natural Gas,Out of Service
TURB-0556,COMP-0556,Site C,Siemens,2000,2024-07-09,44664,2024-12-07,233.59,76.48,3.15,1176.15,13.94,Hydrogen,Operational
TURB-0557,COMP-0557,Site D,Solar,2000,2024-07-10,13151,2024-12-08,136.57,81.33,3.14,460.55,11.65,Diesel,Out of Service
TURB-0558,COMP-0558,Site D,Solar,2014,2024-07-11,25844,2024-12-09,447.32,61.42,0.77,674.89,5.99,Diesel,Maintenance Required
TURB-0559,COMP-0559,Site B,Solar,2000,2024-07-12,27352,2024-12-10,47.49,73.86,3.47,888.89,23.84,Hydrogen,Operational
TURB-0560,COMP-0560,Site C,Solar,2020,2024-07-13,9304,2024-12-11,324.74,96.78,3.08,1026.45,12.01,Diesel,Maintenance Required
TURB-0561,COMP-0561,Site A,GE,2015,2024-07-14,54064,2024-12-12,40.23,88.55,8.01,1166.59,4.27,Diesel,Maintenance Required
TURB-0562,COMP-0562,Site D,Mitsubishi,2009,2024-07-15,55775,2024-12-13,473.63,74.14,1.65,1170.62,15.94,Natural Gas,Operational
TURB-0563,COMP-0563,Site D,GE,2004,2024-07-16,38869,2024-12-14,323.46,69.96,7.28,426.92,9.73,Diesel,Maintenance Required
TURB-0564,COMP-0564,Site D,Siemens,2001,2024-07-17,10536,2024-12-15,205.01,70.76,1.39,832.55,20.49,Diesel,Operational
TURB-0565,COMP-0565,Site A,Mitsubishi,2013,2024-07-18,16254,2024-12-16,217.96,91.48,5.01,218.97,14.32,Hydrogen,Operational
TURB-0566,COMP-0566,Site A,Solar,2010,2024-07-19,12303,2024-12-17,90.92,75.26,7.39,982.1,3.98,Diesel,Maintenance Required
TURB-0567,COMP-0567,Site D,Siemens,2018,2024-07-20,81545,2024-12-18,186.4,92.04,6.1,233.43,19.14,Hydrogen,Operational
TURB-0568,COMP-0568,Site C,Solar,2018,2024-07-21,90635,2024-12-19,452.86,94.53,6.49,1074.28,8.66,Hydrogen,Out of Service
TURB-0569,COMP-0569,Site C,Siemens,2018,2024-07-22,65433,2024-12-20,404.63,77.64,2.14,1175.96,11.09,Hydrogen,Out of Service
TURB-0570,COMP-0570,Site B,Mitsubishi,2002,2024-07-23,62804,2024-12-21,334.13,95.92,8.29,149.3,19.73,Diesel,Maintenance Required
TURB-0571,COMP-0571,Site C,Mitsubishi,2010,2024-07-24,1205,2024-12-22,484.21,71.4,9.53,639.21,4.0,Hydrogen,Operational
TURB-0572,COMP-0572,Site B,GE,2019,2024-07-25,2909,2024-12-23,290.98,69.88,1.63,354.44,24.48,Natural Gas,Maintenance Required
TURB-0573,COMP-0573,Site B,Mitsubishi,2015,2024-07-26,10172,2024-12-24,96.38,64.08,8.89,590.54,18.0,Diesel,Maintenance Required
TURB-0574,COMP-0574,Site D,Siemens,2016,2024-07-27,62546,2024-12-25,359.67,69.34,4.04,387.84,6.03,Diesel,Operational
TURB-0575,COMP-0575,Site B,Mitsubishi,2019,2024-07-28,52796,2024-12-26,300.04,89.36,7.02,125.49,2.87,Hydrogen,Maintenance Required
TURB-0576,COMP-0576,Site C,Mitsubishi,2003,2024-07-29,76487,2024-12-27,223.91,75.34,5.12,503.25,14.3,Hydrogen,Operational
TURB-0577,COMP-0577,Site C,Mitsubishi,2014,2024-07-30,45445,2024-12-28,82.02,65.63,7.95,285.26,10.41,Hydrogen,Operational
TURB-0578,COMP-0578,Site C,Solar,2010,2024-07-31,50191,2024-12-29,342.05,64.07,0.55,681.68,2.19,Hydrogen,Maintenance Required
TURB-0579,COMP-0579,Site D,Solar,2015,2024-08-01,73075,2024-12-30,227.59,78.63,3.3,832.64,15.82,Natural Gas,Out of Service
TURB-0580,COMP-0580,Site B,Mitsubishi,2019,2024-08-02,37444,2024-12-31,293.53,80.5,0.57,516.1,8.76,Diesel,Out of Service
TURB-0581,COMP-0581,Site A,Siemens,2020,2024-08-03,37736,2025-01-01,164.55,90.19,9.42,284.19,9.07,Hydrogen,Out of Service
TURB-0582,COMP-0582,Site B,Mitsubishi,2003,2024-08-04,65977,2025-01-02,86.31,87.16,1.78,270.46,5.31,Natural Gas,Operational
TURB-0583,COMP-0583,Site B,Siemens,2004,2024-08-05,76497,2025-01-03,186.35,66.35,4.3,52.75,4.8,Hydrogen,Maintenance Required
TURB-0584,COMP-0584,Site D,Mitsubishi,2018,2024-08-06,27666,2025-01-04,427.53,70.52,6.45,857.74,4.89,Natural Gas,Operational
TURB-0585,COMP-0585,Site B,Solar,2015,2024-08-07,51159,2025-01-05,88.19,86.36,4.67,341.1,22.32,Diesel,Maintenance Required
TURB-0586,COMP-0586,Site C,Siemens,2018,2024-08-08,5027,2025-01-06,240.9,66.86,5.41,1166.35,14.03,Natural Gas,Operational
TURB-0587,COMP-0587,Site B,GE,2015,2024-08-09,41068,2025-01-07,155.83,90.52,2.12,909.12,12.53,Hydrogen,Maintenance Required
TURB-0588,COMP-0588,Site D,Solar,2000,2024-08-10,37756,2025-01-08,481.54,84.98,0.76,389.69,18.05,Diesel,Out of Service
TURB-0589,COMP-0589,Site B,Solar,2002,2024-08-11,35385,2025-01-09,51.49,80.38,2.65,232.79,9.01,Hydrogen,Out of Service
TURB-0590,COMP-0590,Site D,Mitsubishi,2001,2024-08-12,91260,2025-01-10,130.22,84.48,3.24,768.0,20.82,Diesel,Out of Service
TURB-0591,COMP-0591,Site D,GE,2009,2024-08-13,19502,2025-01-11,230.28,63.79,4.22,1044.24,6.13,Hydrogen,Out of Service
TURB-0592,COMP-0592,Site D,Siemens,2005,2024-08-14,3368,2025-01-12,131.17,80.82,3.03,721.97,20.36,Natural Gas,Maintenance Required
TURB-0593,COMP-0593,Site B,GE,2007,2024-08-15,72258,2025-01-13,356.23,77.15,0.45,62.62,2.82,Diesel,Maintenance Required
TURB-0594,COMP-0594,Site A,Mitsubishi,2005,2024-08-16,11113,2025-01-14,191.73,79.49,1.04,954.24,5.19,Natural Gas,Out of Service
TURB-0595,COMP-0595,Site D,Solar,2019,2024-08-17,28390,2025-01-15,392.58,72.83,6.77,1158.86,22.48,Natural Gas,Maintenance Required
TURB-0596,COMP-0596,Site D,GE,2018,2024-08-18,14473,2025-01-16,280.12,77.79,0.73,104.59,4.06,Hydrogen,Operational
TURB-0597,COMP-0597,Site C,Siemens,2015,2024-08-19,39247,2025-01-17,219.14,93.56,0.56,980.5,7.27,Diesel,Maintenance Required
TURB-0598,COMP-0598,Site D,Siemens,2003,2024-08-20,83377,2025-01-18,188.79,73.1,8.14,876.84,2.5,Natural Gas,Maintenance Required
TURB-0599,COMP-0599,Site B,Solar,2015,2024-08-21,75415,2025-01-19,118.79,61.71,0.51,507.12,15.57,Hydrogen,Operational
TURB-0600,COMP-0600,Site B,Mitsubishi,2008,2024-08-22,71424,2025-01-20,133.75,69.75,0.78,779.18,9.2,Hydrogen,Out of Service
TURB-0601,COMP-0601,Site A,Solar,2008,2024-08-23,24711,2025-01-21,96.43,77.27,5.54,232.63,16.39,Natural Gas,Operational
TURB-0602,COMP-0602,Site C,GE,2007,2024-08-24,33249,2025-01-22,427.36,80.27,4.48,878.11,3.52,Natural Gas,Out of Service
TURB-0603,COMP-0603,Site D,Mitsubishi,2004,2024-08-25,65300,2025-01-23,278.66,76.23,9.65,718.43,10.78,Natural Gas,Operational
TURB-0604,COMP-0604,Site B,Siemens,2020,2024-08-26,37955,2025-01-24,246.61,91.41,9.37,149.57,10.23,Hydrogen,Out of Service
TURB-0605,COMP-0605,Site C,Mitsubishi,2016,2024-08-27,81524,2025-01-25,167.9,94.78,6.64,1048.47,14.12,Diesel,Operational
TURB-0606,COMP-0606,Site B,Mitsubishi,2015,2024-08-28,15596,2025-01-26,263.27,78.5,0.81,197.62,8.43,Hydrogen,Maintenance Required
TURB-0607,COMP-0607,Site D,GE,2017,2024-08-29,51246,2025-01-27,442.45,62.88,5.08,554.05,24.64,Natural Gas,Operational
TURB-0608,COMP-0608,Site B,Solar,2005,2024-08-30,29122,2025-01-28,429.49,76.0,0.55,200.85,8.93,Hydrogen,Operational
TURB-0609,COMP-0609,Site C,GE,2009,2024-08-31,8866,2025-01-29,303.55,66.89,9.09,793.04,17.86,Diesel,Out of Service
TURB-0610,COMP-0610,Site A,Siemens,2019,2024-09-01,61310,2025-01-30,269.68,70.77,6.63,898.53,10.11,Hydrogen,Out of Service
TURB-0611,COMP-0611,Site D,Solar,2015,2024-09-02,33439,2025-01-31,120.63,91.65,5.78,1139.32,14.04,Hydrogen,Maintenance Required
TURB-0612,COMP-0612,Site B,Mitsubishi,2018,2024-09-03,46711,2025-02-01,349.53,80.34,4.34,340.49,6.83,Hydrogen,Operational
TURB-0613,COMP-0613,Site C,GE,2007,2024-09-04,46363,2025-02-02,428.13,91.49,5.15,471.24,5.56,Hydrogen,Maintenance Required
TURB-0614,COMP-0614,Site B,Mitsubishi,2017,2024-09-05,8566,2025-02-03,159.79,97.45,4.06,494.73,24.35,Hydrogen,Out of Service
TURB-0615,COMP-0615,Site B,GE,2004,2024-09-06,21157,2025-02-04,223.41,80.72,1.09,161.55,14.21,Natural Gas,Operational
TURB-0616,COMP-0616,Site A,Siemens,2012,2024-09-07,59117,2025-02-05,62.29,94.67,6.64,979.09,12.33,Diesel,Maintenance Required
TURB-0617,COMP-0617,Site A,Siemens,2014,2024-09-08,43086,2025-02-06,430.52,85.97,9.96,145.11,16.58,Natural Gas,Maintenance Required
TURB-0618,COMP-0618,Site D,GE,2005,2024-09-09,70911,2025-02-07,57.88,63.87,1.21,439.33,6.75,Hydrogen,Out of Service
TURB-0619,COMP-0619,Site D,Siemens,2001,2024-09-10,7276,2025-02-08,355.13,75.88,9.94,268.94,20.82,Hydrogen,Operational
TURB-0620,COMP-0620,Site D,Mitsubishi,2014,2024-09-11,13892,2025-02-09,101.62,85.04,9.01,814.04,7.33,Hydrogen,Out of Service
TURB-0621,COMP-0621,Site D,Solar,2010,2024-09-12,80518,2025-02-10,369.49,86.8,8.95,1091.41,14.25,Diesel,Out of Service
TURB-0622,COMP-0622,Site C,GE,2004,2024-09-13,93194,2025-02-11,324.91,92.71,8.33,908.46,4.49,Natural Gas,Operational
TURB-0623,COMP-0623,Site D,Mitsubishi,2009,2024-09-14,2529,2025-02-12,348.29,84.22,9.24,940.7,15.0,Natural Gas,Operational
TURB-0624,COMP-0624,Site D,GE,2019,2024-09-15,26185,2025-02-13,321.54,63.42,2.54,140.28,12.85,Hydrogen,Out of Service
TURB-0625,COMP-0625,Site B,Solar,2019,2024-09-16,62074,2025-02-14,204.37,65.41,4.43,899.81,8.1,Natural Gas,Out of Service
TURB-0626,COMP-0626,Site B,Siemens,2017,2024-09-17,80905,2025-02-15,313.89,72.48,4.85,121.91,8.73,Diesel,Operational
TURB-0627,COMP-0627,Site C,Solar,2011,2024-09-18,5573,2025-02-16,124.98,71.17,0.77,606.84,1.73,Natural Gas,Maintenance Required
TURB-0628,COMP-0628,Site B,Solar,2016,2024-09-19,50617,2025-02-17,144.23,68.42,9.81,845.74,2.14,Hydrogen,Maintenance Required
TURB-0629,COMP-0629,Site B,GE,2016,2024-09-20,52584,2025-02-18,41.92,83.46,6.93,342.94,15.62,Natural Gas,Operational
TURB-0630,COMP-0630,Site C,Solar,2003,2024-09-21,25232,2025-02-19,310.29,76.33,4.57,834.95,18.38,Natural Gas,Operational
TURB-0631,COMP-0631,Site A,Siemens,2018,2024-09-22,26908,2025-02-20,421.99,86.03,9.92,1062.61,14.35,Natural Gas,Operational
TURB-0632,COMP-0632,Site B,GE,2017,2024-09-23,41143,2025-02-21,195.44,74.7,2.79,1059.66,3.42,Natural Gas,Maintenance Required
TURB-0633,COMP-0633,Site A,Siemens,2019,2024-09-24,59493,2025-02-22,112.25,70.42,3.44,270.92,23.61,Diesel,Operational
TURB-0634,COMP-0634,Site A,Solar,2020,2024-09-25,12967,2025-02-23,413.73,80.92,1.99,365.69,18.27,Hydrogen,Out of Service
TURB-0635,COMP-0635,Site A,Solar,2009,2024-09-26,52111,2025-02-24,325.62,63.68,1.95,815.94,7.08,Natural Gas,Operational
TURB-0636,COMP-0636,Site C,Siemens,2013,2024-09-27,55333,2025-02-25,447.83,97.57,1.97,1017.51,17.28,Natural Gas,Operational
TURB-0637,COMP-0637,Site D,GE,2019,2024-09-28,61470,2025-02-26,13.06,84.91,6.15,573.5,4.12,Natural Gas,Out of Service
TURB-0638,COMP-0638,Site C,Solar,2012,2024-09-29,55619,2025-02-27,206.57,64.64,3.01,1110.53,19.82,Diesel,Operational
TURB-0639,COMP-0639,Site C,Mitsubishi,2013,2024-09-30,70130,2025-02-28,451.47,83.65,9.52,710.81,12.8,Hydrogen,Out of Service
TURB-0640,COMP-0640,Site D,Solar,2003,2024-10-01,17623,2025-03-01,340.94,62.83,8.19,351.24,11.12,Diesel,Maintenance Required
TURB-0641,COMP-0641,Site A,Solar,2003,2024-10-02,83739,2025-03-02,239.74,79.24,1.7,72.96,1.71,Hydrogen,Maintenance Required
TURB-0642,COMP-0642,Site D,Mitsubishi,2003,2024-10-03,12487,2025-03-03,213.13,71.05,8.36,978.46,16.83,Natural Gas,Operational
TURB-0643,COMP-0643,Site A,GE,2010,2024-10-04,44545,2025-03-04,448.63,86.63,3.52,156.72,20.98,Hydrogen,Maintenance Required
TURB-0644,COMP-0644,Site D,GE,2000,2024-10-05,97073,2025-03-05,417.58,78.51,2.35,140.21,8.27,Hydrogen,Operational
TURB-0645,COMP-0645,Site A,Solar,2005,2024-10-06,87502,2025-03-06,16.03,89.86,7.84,943.7,1.78,Hydrogen,Operational
TURB-0646,COMP-0646,Site B,Mitsubishi,2004,2024-10-07,98056,2025-03-07,69.33,68.73,8.58,86.4,19.72,Natural Gas,Out of Service
TURB-0647,COMP-0647,Site A,GE,2004,2024-10-08,53159,2025-03-08,261.03,84.93,9.61,1019.17,16.44,Diesel,Out of Service
TURB-0648,COMP-0648,Site D,Mitsubishi,2011,2024-10-09,2613,2025-03-09,66.17,86.14,4.26,738.53,19.76,Natural Gas,Operational
TURB-0649,COMP-0649,Site B,Mitsubishi,2014,2024-10-10,39408,2025-03-10,144.63,78.15,5.66,782.03,14.15,Diesel,Maintenance Required
TURB-0650,COMP-0650,Site A,Mitsubishi,2005,2024-10-11,80094,2025-03-11,419.11,92.62,6.19,1128.76,12.33,Diesel,Operational
TURB-0651,COMP-0651,Site B,Mitsubishi,2011,2024-10-12,6633,2025-03-12,199.21,65.57,6.31,1046.7,6.65,Diesel,Maintenance Required
TURB-0652,COMP-0652,Site B,Siemens,2013,2024-10-13,74212,2025-03-13,230.95,88.82,4.08,137.39,3.35,Diesel,Out of Service
TURB-0653,COMP-0653,Site C,Solar,2010,2024-10-14,79711,2025-03-14,95.35,65.02,1.61,1030.93,12.58,Diesel,Maintenance Required
TURB-0654,COMP-0654,Site D,Siemens,2007,2024-10-15,76210,2025-03-15,305.13,65.96,0.8,817.22,21.91,Natural Gas,Operational
TURB-0655,COMP-0655,Site C,Mitsubishi,2019,2024-10-16,47451,2025-03-16,68.95,67.66,9.07,414.29,2.89,Natural Gas,Maintenance Required
TURB-0656,COMP-0656,Site D,GE,2006,2024-10-17,56053,2025-03-17,318.81,85.12,3.73,1031.36,24.74,Diesel,Maintenance Required
TURB-0657,COMP-0657,Site A,GE,2005,2024-10-18,98955,2025-03-18,375.9,84.28,1.89,76.79,23.75,Hydrogen,Operational
TURB-0658,COMP-0658,Site C,Siemens,2012,2024-10-19,82954,2025-03-19,438.07,76.94,9.84,1013.18,16.56,Natural Gas,Out of Service
TURB-0659,COMP-0659,Site B,Mitsubishi,2005,2024-10-20,76327,2025-03-20,295.4,71.95,8.05,763.22,22.98,Diesel,Operational
TURB-0660,COMP-0660,Site C,Mitsubishi,2019,2024-10-21,74112,2025-03-21,172.66,83.29,9.81,350.34,14.51,Diesel,Out of Service
TURB-0661,COMP-0661,Site C,GE,2001,2024-10-22,36680,2025-03-22,427.32,65.48,2.86,56.85,11.01,Hydrogen,Maintenance Required
TURB-0662,COMP-0662,Site B,Solar,2010,2024-10-23,2544,2025-03-23,302.35,83.89,4.69,649.52,14.93,Hydrogen,Out of Service
TURB-0663,COMP-0663,Site D,Siemens,2007,2024-10-24,72433,2025-03-24,185.49,60.45,8.11,535.59,22.1,Diesel,Maintenance Required
TURB-0664,COMP-0664,Site A,Siemens,2003,2024-10-25,71176,2025-03-25,168.04,65.49,5.56,1041.93,24.0,Hydrogen,Out of Service
TURB-0665,COMP-0665,Site A,Solar,2006,2024-10-26,6612,2025-03-26,167.1,86.9,3.61,956.1,21.2,Natural Gas,Operational
TURB-0666,COMP-0666,Site B,Mitsubishi,2014,2024-10-27,83824,2025-03-27,37.61,93.21,1.67,728.11,5.72,Diesel,Maintenance Required
TURB-0667,COMP-0667,Site D,GE,2018,2024-10-28,35357,2025-03-28,59.65,62.87,5.66,223.48,15.41,Natural Gas,Operational
TURB-0668,COMP-0668,Site D,Siemens,2009,2024-10-29,97999,2025-03-29,53.96,84.27,6.02,885.04,11.95,Diesel,Operational
TURB-0669,COMP-0669,Site C,Siemens,2002,2024-10-30,61684,2025-03-30,162.97,62.35,7.24,732.67,12.81,Natural Gas,Out of Service
TURB-0670,COMP-0670,Site A,Mitsubishi,2009,2024-10-31,31887,2025-03-31,242.25,93.4,7.93,75.92,11.56,Diesel,Operational
TURB-0671,COMP-0671,Site D,Solar,2018,2024-11-01,8551,2025-04-01,82.31,74.88,1.27,926.08,3.09,Natural Gas,Out of Service
TURB-0672,COMP-0672,Site B,GE,2002,2024-11-02,22815,2025-04-02,415.7,88.16,6.32,1006.48,21.38,Hydrogen,Out of Service
TURB-0673,COMP-0673,Site A,Mitsubishi,2017,2024-11-03,58403,2025-04-03,42.15,66.56,7.84,940.67,24.49,Diesel,Maintenance Required
TURB-0674,COMP-0674,Site B,Siemens,2004,2024-11-04,33720,2025-04-04,473.2,92.73,3.95,252.78,6.43,Diesel,Operational
TURB-0675,COMP-0675,Site D,GE,2000,2024-11-05,53890,2025-04-05,46.47,76.31,2.83,627.88,16.12,Diesel,Operational
TURB-0676,COMP-0676,Site C,Mitsubishi,2005,2024-11-06,21075,2025-04-06,448.39,67.94,4.85,656.37,14.11,Diesel,Operational
TURB-0677,COMP-0677,Site A,Siemens,2006,2024-11-07,79140,2025-04-07,137.75,81.75,3.17,1124.51,22.57,Natural Gas,Operational
TURB-0678,COMP-0678,Site D,GE,2001,2024-11-08,20755,2025-04-08,493.51,70.95,5.15,1114.44,18.05,Diesel,Out of Service
TURB-0679,COMP-0679,Site D,Mitsubishi,2016,2024-11-09,41504,2025-04-09,265.45,70.91,3.15,121.62,19.12,Hydrogen,Out of Service
TURB-0680,COMP-0680,Site B,Siemens,2002,2024-11-10,80914,2025-04-10,18.97,64.35,4.28,1199.08,23.87,Natural Gas,Operational
TURB-0681,COMP-0681,Site A,GE,2001,2024-11-11,82213,2025-04-11,148.51,68.13,9.16,954.69,17.09,Diesel,Out of Service
TURB-0682,COMP-0682,Site D,GE,2017,2024-11-12,44929,2025-04-12,470.68,90.32,9.17,481.86,12.16,Diesel,Out of Service
TURB-0683,COMP-0683,Site C,Siemens,2013,2024-11-13,68543,2025-04-13,156.84,79.9,9.92,904.77,2.72,Natural Gas,Operational
TURB-0684,COMP-0684,Site A,GE,2015,2024-11-14,39748,2025-04-14,186.21,73.49,4.91,483.15,22.8,Natural Gas,Out of Service
TURB-0685,COMP-0685,Site B,GE,2011,2024-11-15,23463,2025-04-15,31.63,95.32,1.76,1126.72,15.36,Diesel,Operational
TURB-0686,COMP-0686,Site C,Solar,2017,2024-11-16,29612,2025-04-16,134.1,90.3,8.9,484.83,17.53,Natural Gas,Maintenance Required
TURB-0687,COMP-0687,Site D,Solar,2007,2024-11-17,44514,2025-04-17,137.07,71.79,6.01,931.01,13.37,Hydrogen,Out of Service
TURB-0688,COMP-0688,Site D,Solar,2000,2024-11-18,99186,2025-04-18,360.83,64.21,7.5,228.57,10.75,Diesel,Maintenance Required
TURB-0689,COMP-0689,Site D,Mitsubishi,2002,2024-11-19,61412,2025-04-19,257.83,67.0,1.71,1030.17,13.34,Diesel,Maintenance Required
TURB-0690,COMP-0690,Site D,Mitsubishi,2006,2024-11-20,4806,2025-04-20,88.89,85.66,3.27,763.51,2.64,Natural Gas,Maintenance Required
TURB-0691,COMP-0691,Site B,Solar,2001,2024-11-21,6826,2025-04-21,399.84,81.4,2.82,978.74,20.25,Hydrogen,Out of Service
TURB-0692,COMP-0692,Site C,GE,2015,2024-11-22,15808,2025-04-22,309.64,97.27,5.64,530.65,5.21,Hydrogen,Operational
TURB-0693,COMP-0693,Site A,Siemens,2008,2024-11-23,19100,2025-04-23,141.55,60.51,9.97,448.26,9.32,Diesel,Operational
TURB-0694,COMP-0694,Site D,Mitsubishi,2002,2024-11-24,56655,2025-04-24,119.65,93.32,6.16,662.52,3.54,Hydrogen,Maintenance Required
TURB-0695,COMP-0695,Site C,Siemens,2018,2024-11-25,55682,2025-04-25,463.2,60.54,5.77,496.42,20.77,Hydrogen,Maintenance Required
TURB-0696,COMP-0696,Site C,Solar,2013,2024-11-26,14568,2025-04-26,322.16,76.14,7.61,641.27,5.46,Hydrogen,Maintenance Required
TURB-0697,COMP-0697,Site C,Siemens,2014,2024-11-27,73752,2025-04-27,405.63,94.83,3.36,545.24,10.87,Diesel,Maintenance Required
TURB-0698,COMP-0698,Site C,Siemens,2015,2024-11-28,24087,2025-04-28,120.5,85.02,2.61,276.14,11.26,Diesel,Out of Service
TURB-0699,COMP-0699,Site B,GE,2018,2024-11-29,84407,2025-04-29,298.48,82.17,8.4,1173.12,8.94,Hydrogen,Out of Service
TURB-0700,COMP-0700,Site C,GE,2014,2024-11-30,1738,2025-04-30,36.21,71.91,9.61,68.5,21.71,Hydrogen,Maintenance Required
TURB-0701,COMP-0701,Site B,Siemens,2013,2024-12-01,14006,2025-05-01,301.41,96.71,4.27,1114.49,19.64,Diesel,Out of Service
TURB-0702,COMP-0702,Site B,GE,2004,2024-12-02,97948,2025-05-02,109.76,66.39,0.51,1001.5,18.98,Diesel,Maintenance Required
TURB-0703,COMP-0703,Site D,Solar,2006,2024-12-03,96754,2025-05-03,337.86,70.26,1.87,534.04,6.79,Natural Gas,Operational
TURB-0704,COMP-0704,Site A,Solar,2002,2024-12-04,10020,2025-05-04,466.66,77.21,8.58,420.41,5.95,Natural Gas,Maintenance Required
TURB-0705,COMP-0705,Site A,Siemens,2001,2024-12-05,74336,2025-05-05,234.77,64.8,1.3,239.39,7.29,Hydrogen,Out of Service
TURB-0706,COMP-0706,Site C,Mitsubishi,2015,2024-12-06,58431,2025-05-06,159.64,76.09,7.65,203.02,10.57,Diesel,Operational
TURB-0707,COMP-0707,Site C,Siemens,2001,2024-12-07,14412,2025-05-07,70.4,61.5,6.24,683.56,12.75,Diesel,Out of Service
TURB-0708,COMP-0708,Site A,Mitsubishi,2002,2024-12-08,52298,2025-05-08,338.59,95.12,7.29,171.24,7.38,Diesel,Out of Service
TURB-0709,COMP-0709,Site A,Mitsubishi,2011,2024-12-09,45565,2025-05-09,296.25,72.24,2.64,597.94,12.26,Hydrogen,Out of Service
TURB-0710,COMP-0710,Site B,Mitsubishi,2000,2024-12-10,80463,2025-05-10,276.84,84.08,0.28,986.92,5.83,Natural Gas,Operational
TURB-0711,COMP-0711,Site C,Solar,2014,2024-12-11,60877,2025-05-11,468.62,93.08,0.49,920.57,7.82,Diesel,Maintenance Required
TURB-0712,COMP-0712,Site A,Siemens,2000,2024-12-12,61486,2025-05-12,489.3,91.1,7.28,202.39,7.63,Diesel,Operational
TURB-0713,COMP-0713,Site A,Mitsubishi,2000,2024-12-13,69011,2025-05-13,361.32,93.19,6.17,1155.24,18.59,Natural Gas,Operational
TURB-0714,COMP-0714,Site B,Siemens,2014,2024-12-14,82181,2025-05-14,106.03,87.37,8.42,379.1,12.27,Diesel,Out of Service
TURB-0715,COMP-0715,Site D,GE,2002,2024-12-15,99619,2025-05-15,473.91,67.36,4.05,861.54,15.96,Diesel,Operational
TURB-0716,COMP-0716,Site B,GE,2013,2024-12-16,97822,2025-05-16,179.01,73.93,5.6,395.57,17.23,Natural Gas,Operational
TURB-0717,COMP-0717,Site A,Mitsubishi,2009,2024-12-17,23654,2025-05-17,48.79,79.46,7.86,760.04,3.11,Natural Gas,Out of Service
TURB-0718,COMP-0718,Site C,Solar,2002,2024-12-18,34318,2025-05-18,128.13,72.8,5.02,708.36,20.18,Diesel,Maintenance Required
TURB-0719,COMP-0719,Site D,Solar,2019,2024-12-19,3472,2025-05-19,416.88,96.3,9.93,255.06,8.17,Diesel,Operational
TURB-0720,COMP-0720,Site B,Mitsubishi,2017,2024-12-20,9072,2025-05-20,109.84,90.66,7.45,800.44,13.48,Diesel,Out of Service
TURB-0721,COMP-0721,Site D,Solar,2003,2024-12-21,57192,2025-05-21,203.58,90.36,6.86,424.91,9.45,Natural Gas,Maintenance Required
TURB-0722,COMP-0722,Site D,Solar,2016,2024-12-22,30058,2025-05-22,144.02,73.72,8.04,752.82,19.68,Diesel,Maintenance Required
TURB-0723,COMP-0723,Site B,Mitsubishi,2019,2024-12-23,10156,2025-05-23,33.43,88.68,7.79,672.58,6.86,Natural Gas,Maintenance Required
TURB-0724,COMP-0724,Site C,Solar,2003,2024-12-24,5227,2025-05-24,285.24,83.33,2.27,1019.05,24.15,Diesel,Maintenance Required
TURB-0725,COMP-0725,Site A,GE,2014,2024-12-25,65747,2025-05-25,318.09,74.26,2.18,295.63,10.9,Hydrogen,Operational
TURB-0726,COMP-0726,Site A,Siemens,2010,2024-12-26,7304,2025-05-26,397.66,71.71,6.1,224.12,18.22,Diesel,Operational
TURB-0727,COMP-0727,Site C,Mitsubishi,2002,2024-12-27,46472,2025-05-27,213.18,89.98,4.42,1033.13,16.57,Diesel,Out of Service
TURB-0728,COMP-0728,Site D,Solar,2006,2024-12-28,42516,2025-05-28,79.25,82.68,8.73,561.23,18.95,Diesel,Operational
TURB-0729,COMP-0729,Site C,Solar,2009,2024-12-29,86395,2025-05-29,329.56,61.41,2.97,949.12,14.45,Hydrogen,Operational
TURB-0730,COMP-0730,Site D,Mitsubishi,2018,2024-12-30,40076,2025-05-30,446.13,60.82,3.38,1153.51,10.52,Natural Gas,Operational
TURB-0731,COMP-0731,Site B,GE,2019,2024-12-31,89915,2025-05-31,68.71,91.99,1.75,675.98,5.72,Diesel,Maintenance Required
TURB-0732,COMP-0732,Site D,GE,2007,2025-01-01,56521,2025-06-01,99.48,63.41,9.82,395.78,13.71,Natural Gas,Operational
TURB-0733,COMP-0733,Site A,GE,2014,2025-01-02,32892,2025-06-02,171.31,79.74,1.25,963.36,2.93,Natural Gas,Out of Service
TURB-0734,COMP-0734,Site A,GE,2012,2025-01-03,96545,2025-06-03,328.65,83.13,9.83,1120.58,2.88,Hydrogen,Operational
TURB-0735,COMP-0735,Site D,Siemens,2002,2025-01-04,51482,2025-06-04,266.67,94.81,7.09,331.92,15.91,Hydrogen,Maintenance Required
TURB-0736,COMP-0736,Site A,Mitsubishi,2020,2025-01-05,7879,2025-06-05,359.06,79.55,0.98,841.6,12.79,Diesel,Out of Service
